comment,date
nm尾盘498没进去差一分还亏11个点,2022/11/4
走了留下的发财,2022/11/4
这个走势是不是多方炮,2022/11/4
看来确实要重组了,2022/11/4
上8 指日可待,2022/11/4
没反应一个涨停还不够上周跌的打个巴掌给个小芝麻,2022/11/4
刚刚查了今天运费又涨了,2022/11/4
招商南油机构狂买周一再给我个百分七八的高位最好涨停支持的点赞大笑大笑,2022/11/4
招商南油封涨停板 机构资金净买入2亿元,2022/11/4
机构跑了又杀回来了,2022/11/4
多主力现身龙虎榜招商南油涨停1104,2022/11/4
今天有龙虎榜,2022/11/4
预测一下成交量270280万手后开始吃涨停板筹码封板,2022/11/4
不出意外明天5元开盘瞬间暴跌至5开盘即是最高点下午直奔跌停,2022/11/4
招商南油明天再大涨一天吧后面中远海能和他一起买,2022/11/4
它和轮船哪个强周一买你吧,2022/11/4
上帝的眷顾 你这也太菜了菜的跟什么一样,2022/11/4
我在6元等你招商南油注定是6元股上了之后不下来了,2022/11/4
这周是放量周前2天走成这样确实挺吓人的,2022/11/4
莫名其妙高开这么多,2022/11/4
明天必跌,2022/11/4
我特别想看到那个天天装大款的装逼货过来评论就是坐着端酒杯的那个s这脸打的啪啪,2022/11/4
岛形反转,2022/11/4
我来看看今天有多少人T飞了的大笑,2022/11/4
再见绕了我一个星期,2022/11/4
上交所路演厅业绩说明会胜利召开轮船南油双双涨停板重组停牌随时随地公告拿得住,2022/11/4
为啥在尾盘封啊傲,2022/11/4
今天就说了要封板呲牙呲牙呲牙,2022/11/4
要回6元,2022/11/4
招商南油这三天舒服这里一堆看空的在哪里,2022/11/4
你们那么不看好看来下周一继续上涨啊,2022/11/4
不要后悔,2022/11/4
冶炼加工    集团公司目前共有六家专业化冶炼企业处理能力6000吨日年处,2022/11/4
果然涨停,2022/11/4
顶板了,2022/11/4
卖不掉可怜,2022/11/4
666666666,2022/11/4
星期一跌停了,2022/11/4
强啊,2022/11/4
太早下车了下周直上6元了,2022/11/4
感谢主力很好的票目前成本413,2022/11/4
象病人似的无力,2022/11/4
它是今年最靓的仔,2022/11/4
既然你封板了那你就是真牛X了,2022/11/4
大哥牛,2022/11/4
6个点时候卖飞了再见,2022/11/4
有可能下周一稍晚宣布停牌兴奋,2022/11/4
主板涨幅浪波湾加油继续,2022/11/4
终于雄起了一把,2022/11/4
圆满憨笑,2022/11/4
l赞赞赞,2022/11/4
就一秒,2022/11/4
招商南油11月4日盘中涨停,2022/11/4
看好下周持续上扬,2022/11/4
多杀多也有多抢多,2022/11/4
不涨停一直涨不停,2022/11/4
二十几万手压在涨停板那里等着出货太吓人了呲牙,2022/11/4
保持在527收盘就可以了下周一开盘530然后涨到568,2022/11/4
南油扶我起来我还能浪,2022/11/4
今天走上了日线周线月线还怕什么呢,2022/11/4
不要涨停,2022/11/4
南油,2022/11/4
两点钟导弹发射,2022/11/4
要么大涨要么大跌捂脸,2022/11/4
今天会涨停吗,2022/11/4
太贪换股吧见涨停不走呆也而后买入今年涨幅最小的股票082998它盘小绩,2022/11/4
厉害了,2022/11/4
还得是我男友666666666色色色,2022/11/4
是下39还是上70周一就知道了,2022/11/4
53先卖了再观望,2022/11/4
缺口补上了接下来将开启暴涨模式,2022/11/4
近日6个点收场,2022/11/4
这波估计到底了开始上升了锁仓等待,2022/11/4
涨停价这个压单是要吓唬谁呢,2022/11/4
就差那最后一哆嗦别墨迹了,2022/11/4
珍惜筹码新的一波行情来了,2022/11/4
你在等海能吗,2022/11/4
接了点恐慌肉肉,2022/11/4
我太笨了每次到5657我都手慢等反应过来又跌下去了说白了还是贪婪心理,2022/11/4
快走吧不走怎么封板,2022/11/4
518下车痛苦啊,2022/11/4
下来接我,2022/11/4
好多资金资金堆积,2022/11/4
加仓,2022/11/4
终于抓到你看到6元微笑,2022/11/4
挂涨停卖,2022/11/4
跑早了,2022/11/4
看看股市规则,2022/11/4
痛快的,2022/11/4
板了,2022/11/4
难油,2022/11/4
早上买现在想卖怎么卖不掉小白请教老师哭,2022/11/4
正正经经涨一次行不行啊滴汗,2022/11/4
下午应该能板,2022/11/4
能突破6块,2022/11/4
515犹豫了一下没接回来,2022/11/4
男友的尿性涨得时候容易卖飞跌的时候来不及跑这一轮看涨赞,2022/11/4
自己不会看三季报求我给他截图呢大笑大笑大笑大笑大家来看看这个小丑,2022/11/4
都觉得要调整那就不会调整呲牙,2022/11/4
三个涨停回到成本线躺尸了子弹都打给你打光了凄凉,2022/11/4
按照他一贯的尿性大张以后必跌回,2022/11/4
没有管住手看多看多,2022/11/4
534有20万手压单能吃了也是牛逼,2022/11/4
我再想着T我就是狗,2022/11/4
8万卖单一下子变成25万卖单主力也麻了,2022/11/4
预测下周全力爬升,2022/11/4
成本6块什么时候能解套哭哭哭,2022/11/4
放量周还是看好本周南油补上方缺口轮船周线起死回生就看明天主力如何去做了,2022/11/4
它是真跟海能啊还能不涨它都不敢涨太多哭,2022/11/4
满仓干,2022/11/4
散户心里跌的时候恨不得回本就卖升的时候还没回本就鸡飞狗走,2022/11/4
走了大部分不要像前天一样高点溜下来昨天还跌三四个点落袋为安,2022/11/4
我不是老师是小散   你没底仓今早上买要明天才能卖,2022/11/4
老手怕大涨今天我一定会卖出现在只是在等能不能卖到涨停价下午看看,2022/11/4
第二,2022/11/4
擦大笑爷麻了本来还想着昨天要不要切换懒了一下,2022/11/4
又快被还能追上了加油涨停啊,2022/11/4
下午涨停板大概率时间一点三十分,2022/11/4
散户就是散户散户心里,2022/11/4
主力哥哥下午记得拉升周一好连涨哦,2022/11/4
破船烂板了翻身当大哥的机会来了,2022/11/4
下午不拉高点周一难连涨,2022/11/4
跟两个大哥老是做老二脚踩两只船没好下场的自己当大哥才是真的好呲牙呲牙,2022/11/4
这么无力的,2022/11/4
今天稍微反弹一下预测下周开跌等重新反弹,2022/11/4
无力阿,2022/11/4
轮船没散户凭什么他一路畅通无阻你涨点就砸盘,2022/11/4
招商南油尽管抛压大但下午估计能涨停,2022/11/4
众泰摘帽好牛啊,2022/11/4
今天不跑明天放倒这股就是一个天上一地下呼高呼低,2022/11/4
换了海能这货没有做龙头的样子,2022/11/4
昨天卖了肠子悔青了,2022/11/4
坐等新高就行,2022/11/4
估计今天又会有个xx晒它前两天的买单了笑哭,2022/11/4
这波反弹很舒服四天15感谢南油吃瓜吃瓜,2022/11/4
今天没戏封不了板,2022/11/4
高位放量滞胀利好公开铺天盖地的LNG下周三季度报利好兑现你自己品是不,2022/11/4
不得不服哈哈,2022/11/4
昨天没买我还想着早上会给我个入场的机会哭哭哭哭,2022/11/4
成本做到3块了放着等新高,2022/11/4
今日收盘6个点,2022/11/4
一天一个也轮不到你南油想涨停得13个亿成交以上还是有机会的,2022/11/4
明显的诱多大门敞开欢迎进套下午又要跌,2022/11/4
早盘加仓又一波男友力爆棚啊上涨买入主力干杯国家队,2022/11/4
气死我了,2022/11/4
能不能涨停做次板块大佬啊,2022/11/4
绝B板,2022/11/4
进入了长期下降通道赶紧跑跑跑跑跑跑跑跑跑,2022/11/4
轮船涨停了,2022/11/4
今日高点已现,2022/11/4
齐心协力封了大家一起上,2022/11/4
陪伴五年继续陪伴,2022/11/4
波浪吗,2022/11/4
注意高开回调滴汗,2022/11/4
同一时间买的你跟海能海能赚钱了你还亏15个点,2022/11/4
抛光的机会来了快快快,2022/11/4
被还能骗了5块走了,2022/11/4
破了52离新高就不远了,2022/11/4
今天轮船强,2022/11/4
涨停,2022/11/4
猜测今天又是股东银行减持的一天哎,2022/11/4
跌的多涨的少就是你的风格被招商轮船和中远海能连番吊打,2022/11/4
等出货的出完了就可以封板了吧,2022/11/4
我吃了呀我吃了呀,2022/11/4
每次都能高开神经,2022/11/4
昨天出早了486出的,2022/11/4
鸡狗砸起来是疯狂的,2022/11/4
入了100个达不溜,2022/11/4
608元买入坚持一直拿着目前亏20个点我也不做T,2022/11/4
跑吧再不跑套住了,2022/11/4
昨天再入南油看好,2022/11/4
冲啊涨停,2022/11/4
招商南油11月4日快速上涨,2022/11/4
招商南油11月4日开盘涨幅达5,2022/11/4
有点嚣张啊这,2022/11/4
服了哈哈,2022/11/4
今天可能涨停,2022/11/4
开盘冲3上午是猛虎大概率涨停板,2022/11/4
大胆买入,2022/11/4
550475箱体,2022/11/4
兄弟我看你要走一年以上的下坡路了,2022/11/4
好嚣张,2022/11/4
哈哈哈涨停了没今天去上海开车呢南油加油大笑鼓掌,2022/11/4
今天能不能雄起一把,2022/11/4
今天又是跌的一天但愿不跌停,2022/11/4
我炒股14年从稳定亏损到小赚小亏再到稳定盈利炒股养家基本上所有的技术和方法,2022/11/4
黑色星期五,2022/11/4
南油加油吧今天看好你我去上海你给我涨停吧赞大笑微笑,2022/11/4
招商南油融资净买入109957万元融资余额728亿元1103,2022/11/4
2021年5月该股回购价2225元左右这几天庄家老是发布至今未回购应,2022/11/3
英国政府禁止俄罗斯石油运输服务,2022/11/3
看还有那么多唱多的明天要跌停啊,2022/11/3
没有站上5日线,2022/11/3
老美那边大涨明天怎说么,2022/11/3
兄弟们说说哪个上帝去哪了,2022/11/3
明天希望别高开太多不然开盘就会被砸,2022/11/3
对标吗,2022/11/3
今天涨停与否不重要重要的是资金大幅流入大量和高换手有大家伙进来了还怕什么可怜的,2022/11/3
今天主力净流入2个亿明天坐等拉升吃肉,2022/11/3
漂亮国油运股大涨,2022/11/3
完了卖飞了,2022/11/3
612成本一直跌到现在想死的心都有了,2022/11/3
兄弟们油运价格又涨了南油太拉跨换船去海能海能的主力才主力南油和减持的股,2022/11/3
死亡谷一个字跑,2022/11/3
本人操盘分享今天弱势整理修复技术指标最高摸499探478今天俺49,2022/11/3
你看看竟业达妖就妖哪里像南油这样走个牛吧还怕东怕西走一下回调一段时间把自己,2022/11/3
明天涨停,2022/11/3
出货量大,2022/11/3
重组停牌随时随地买入持股锁定仓位,2022/11/3
45继续加主力主力主力,2022/11/3
ctfi运价指数每天几点更新的,2022/11/3
明天招商南油招商轮船业绩发布会涨停板,2022/11/3
我虽然365跑了但是坚信南油会上10元,2022/11/3
你会跟美股天蝎座吗,2022/11/3
482又打了一笔距离回本还差两个点滴汗,2022/11/3
亏了2个点下午要不要跑有没有说法,2022/11/3
6块的在哪里旺柴,2022/11/3
不要单独看南油结合轮船海能看不更加容易分析吗上周就提醒了这波趋势看轮船看,2022/11/3
明天还会跌到44左右,2022/11/3
还能说啥也就那么回事这两天在大北农都吃饱饭了南油再过一个星期再说吧,2022/11/3
明天你就涨涨吧我所有的积蓄都压你身上啦,2022/11/3
航运又完了笑哭,2022/11/3
缩量织布机彻底开始,2022/11/3
看好招商南油今天20个点了今天不出煎饼摊了,2022/11/3
美丽国酒运股大涨创新高大A跟不跟,2022/11/3
11月大盘开门红大涨60多亇奌招商应该跟进拉升反而大跌这不符合常理也不,2022/11/3
去中远海能比这个强,2022/11/3
两分钱玩一个下午,2022/11/3
真垃圾,2022/11/3
又缩量回调,2022/11/3
换海能了垃圾,2022/11/3
早上加了一手准备下午再加一手拉升就t出去没拉升就当加仓了兴奋现在成本5,2022/11/3
一根穿云线上去,2022/11/3
来个大长腿,2022/11/3
始终是看海能的脸色还能涨停他涨7个点海能平盘他绿3个点跟屁虫那这,2022/11/3
洗洗睡吧,2022/11/3
重组的概率越来越大50上涨上涨上涨摊手摊手摊手鼓掌,2022/11/3
到底还涨不涨,2022/11/3
回购好机会,2022/11/3
钝刀割肉,2022/11/3
站起来,2022/11/3
垃圾垃圾垃圾永远垫底,2022/11/3
大家不要瞎BB了正常洗盘十元指日可待,2022/11/3
止跌就是涨的美好开始,2022/11/3
雄起,2022/11/3
红起来吧拜神,2022/11/3
不要啊被套啦,2022/11/3
今天的猜猜猜猜猜今天多少收盘,2022/11/3
今天能跌到46明天跌到436我的经验告诉我估计一周才能涨到5块韭菜们你们套,2022/11/3
这种下跌中继的股已经有两个跌停了有二必有三就在明天勿碰,2022/11/3
日线60分钟线周线月线目前60分钟黄色主力成本线还没有上穿红色散户成本线不排除,2022/11/3
蓄势一鼓作气冲上缺口,2022/11/3
明天跌停跌到42,2022/11/3
要不要先出一半等跌了再进,2022/11/3
怕啥托单不一定破的,2022/11/3
参考10月28日明天又是一个跌停这种下降通道的股破位空间巨大,2022/11/3
今天躺平了感觉还是压价扫筹码,2022/11/3
46接,2022/11/3
见顶了吧,2022/11/3
看这个样子还有一毛多的跌幅,2022/11/3
坑了一大批人,2022/11/3
要点脸吧,2022/11/3
收盘48破了就可以拜拜了,2022/11/3
你支棱起来啊,2022/11/3
小单买大单出哭,2022/11/3
谁昨天把海能卖了进这个的啊,2022/11/3
不是很懂这股之前出利好跌了接近30好不容易昨天回了点大量资金进去今天又,2022/11/3
托单必破,2022/11/3
完了走人,2022/11/3
今天还能红吗,2022/11/3
垃圾啊垃圾垫底,2022/11/3
急拉慢跌板块倒一,2022/11/3
不会跌停拜神,2022/11/3
说了没戏看了我亏一万多都走了,2022/11/3
买盘全是11111111哈哈资金统计又失灵了,2022/11/3
装什么13还不快点涨停,2022/11/3
买股就要阴线买跌破分时均线后再上穿分时均线瞬间是最好的买点,2022/11/3
急拉慢跌,2022/11/3
为何南油比海能差这么多,2022/11/3
怎么涨上去了,2022/11/3
这波死了全仓卖不小心搞成全仓买了大哭大哭,2022/11/3
和海能差距越来越大了招商系比不上中远系,2022/11/3
快跑机狗开完早会吃完早点又会砸了,2022/11/3
昨天大涨今天大跌真行哈哈哈,2022/11/3
招商南油11月3日快速反弹,2022/11/3
卖,2022/11/3
请问一下中海如果跌三个点他是不是得跌停,2022/11/3
招商南油融资净买入205848万元融资余额717亿元1102,2022/11/3
各方面都不如中远海能,2022/11/3
请问一下招商南油什么时候可以回购啊,2022/11/3
海能的孙子,2022/11/3
啥时候跌到4块啊坐等,2022/11/3
就这,2022/11/3
为啥要砸呀走了,2022/11/3
主力真有病吧非要板块垫底,2022/11/3
这个垃圾玩意,2022/11/3
有预感今天你要跌还是对你太信任,2022/11/3
爽不爽典型的下跌中继继续做梦吧,2022/11/3
重点关注招商南油招商轮船业绩说明会据悉出席说明会的均为两家上市公司一把手说,2022/11/3
招南和招船一样的走势,2022/11/3
这次凉了就再也站不起来了,2022/11/3
招商南油11月3日加速下跌,2022/11/3
赶紧赶上和海能一致不要拉夸,2022/11/3
周三费率,2022/11/3
还是海能强,2022/11/3
刚才是有个乌龙指么偷笑,2022/11/3
这猪队友啊,2022/11/3
主力刀已磨好,2022/11/3
别忘了今天跌要停高高在上的位置下跌空间巨大昨天是最后的诱多,2022/11/3
跳空高开不涨停有点危险啊,2022/11/3
个人体会,2022/11/3
今天主力是有意不封板故意要让一些散户出逃收纳筹码,2022/11/3
炒个比股折磨死人了快哭了不想抄可是还亏着怎么办烦死了兴奋,2022/11/3
敬请关注十一月四日上交所路演厅招商属下轮船南油业绩说明会两家上市公司重组前的路,2022/11/3
不看好的赶紧抛吧主力真的好人6元以上不放量套人不说这个位置天天高开放人跑,2022/11/2
6块的有多少,2022/11/2
明天涨停一定,2022/11/2
昨天在盘中已经提醒了有人进场没,2022/11/2
隐秀路加仓南天信息14亿合计持有25亿4家机构卖出招商南油22亿,2022/11/2
